imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0402901,Il nascondiglio del diavolo - The cave,The Cave,2005,12/2/2005,"Action, Adventure, Horror",97,"USA, Germany, Romania","English, Romanian",Bruce Hunt,"Michael Steinberg, Tegan West",Screen Gems,"Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey, Piper Perabo, Rick Ravanello, Daniel Dae Kim, Kieran Darcy-Smith, Marcel Iures, Vlad Radescu, Simon Kunz, David Kennedy, Alin Panc, Zoltan Butuc, Brian Steele",Bloodthirsty creatures await a pack of divers who become trapped in an underwater cave network.,5.1,34817,"$30,000,000 ","$15,007,991 ","$33,296,457 ",30,297,145
tt0405159,Million Dollar Baby,Million Dollar Baby,2004,2/18/2005,"Drama, Sport",132,USA,"English, Irish",Clint Eastwood,"Paul Haggis, F.X. Toole",Warner Bros.,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker, BrÃ­an F. O'Byrne, Anthony Mackie, Margo Martindale, Riki Lindhome, Michael PeÃ±a, Benito Martinez, Bruce MacVittie, David Powledge, Joe D'Angerio",A determined woman works with a hardened boxing trainer to become a professional.,8.1,623282,"$30,000,000 ","$100,492,203 ","$216,763,646 ",86,1230,266
tt0411061,88 minuti,88 Minutes,2007,4/18/2008,"Crime, Drama, Mystery",108,"USA, Germany, Canada",English,Jon Avnet,Gary Scott Thompson,Millennium Films,"Al Pacino, Alicia Witt, Leelee Sobieski, Amy Brenneman, William Forsythe, Deborah Kara Unger, Ben McKenzie, Neal McDonough, Leah Cairns, Stephen Moyer, Christopher Redman, Trilby Glover, Damien Leake, Brendan Fletcher, Michael Eklund","On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.",5.9,73525,"$30,000,000 ","$17,213,467 ","$32,593,385 ",17,278,150
tt0411951,Tekken,Tekken,2010,8/5/2011,"Action, Crime, Drama",87,"Japan, USA","English, Japanese",Dwight H. Little,Alan B. McElroy,CST Productions,"Jonathan Patrick Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale, Cung Le, Darrin Dewitt Henson, Luke Goss, Mircea Monroe, Tamlyn Tomita, Candice Hillebrand, Marian Zapico, Gary Daniels, John Pyper-Ferguson, Roger Huerta, Lateef Crowder",Jin Kazama witnesses the death of his mother Jun by Tekken in the slums known as Anvil. After finding a Tekken ID he decides to seek out vengeance for his mother's death.,4.8,25893,"$30,000,000 ",,"$1,697,207 ",,114,71
tt0417001,Partnerperfetto.com,Must Love Dogs,2005,10/21/2005,"Comedy, Romance",98,USA,"English, Armenian",Gary David Goldberg,"Claire Cook, Gary David Goldberg",Warner Bros.,"Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer, Dermot Mulroney, Stockard Channing, Ali Hillis, Brad William Henke, Julie Gonzalo, Glenn Howerton, Ben Shenkman, Jordana Spiro, Kirk Trutner, Victor Webster, Michael Spound","A thirty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",5.9,30272,"$30,000,000 ","$43,894,863 ","$58,231,520 ",46,270,122
tt0420223,Vero come la finzione,Stranger Than Fiction,2006,2/2/2007,"Comedy, Drama, Fantasy",113,USA,English,Marc Forster,Zach Helm,Columbia Pictures,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza, T.J. Jagodowski, Peter Grosz, Ricky Adams, Christian Stolte, Denise Hughes, Peggy Roeder, Tonray Ho, Tony Hale, Maggie Gyllenhaal, Danny Rhodes, Helen Young","I.R.S. auditor Harold Crick suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",7.5,215310,"$30,000,000 ","$40,660,952 ","$53,653,224 ",67,595,252
tt0421206,La gang di Gridiron,Gridiron Gang,2006,9/15/2006,"Biography, Crime, Drama",125,USA,English,Phil Joanou,"Jeff Maguire, Jac Flanders",Columbia Pictures Industries,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy, Kevin Dunn, Jade Yorker, David V. Thomas, Setu Taase, Mo McRae, James Earl, Trever O'Brien, Brandon Mychal Smith, Jurnee Smollett, Michael J. Pagan, Jamal Mixon","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",6.9,54361,"$30,000,000 ","$38,432,823 ","$41,480,851 ",52,142,90
tt0426931,La musica nel cuore - August Rush,August Rush,2007,11/30/2007,"Drama, Music",114,USA,English,Kirsten Sheridan,"Nick Castle, James V. Hart",Warner Bros.,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard, Robin Williams, William Sadler, Marian Seldes, Mykelti Williamson, Leon Thomas III, Aaron Staton, Alex O'Loughlin, Jamia Simone Nash, Ronald Guttman, Bonnie McKee, Michael Drayer",An orphaned musical prodigy uses his gift to try to find his birth parents.,7.5,102363,"$30,000,000 ","$31,664,162 ","$66,122,026 ",38,398,141
tt0431308,P.S. I Love You - Non Ã¨ mai troppo tardi per dirlo,P.S. I Love You,2007,2/1/2008,"Comedy, Drama, Romance",126,USA,English,Richard LaGravenese,"Richard LaGravenese, Steven Rogers",Alcon Entertainment,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters, Anne Kent, Brian McGrath, Sherie Rene Scott, Susan Blackwell, Michael Countryman",A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,7,197974,"$30,000,000 ","$53,695,808 ","$156,835,339 ",39,278,128
tt0435670,Invisible,The Invisible,2007,8/17/2007,"Crime, Drama, Fantasy",102,"USA, Sweden, South Africa",English,David S. Goyer,"Mick Davis, Christine Roum",Hollywood Pictures,"Justin Chatwin, Margarita Levieva, Marcia Gay Harden, Chris Marquette, Alex O'Loughlin, Callum Keith Rennie, Michelle Harrison, Ryan Kennedy, Andrew Francis, P. Lynn Johnson, Serge Houde, Desiree Zurowski, Mark Houghton, Alex Ferris, Tania Saulnier",A teenager is left invisible to the living after an attack.,6.2,34451,"$30,000,000 ","$20,578,909 ","$26,810,113 ",36,276,107
tt0438859,Il colore della libertÃ ,Goodbye Bafana,2007,4/13/2007,"Biography, Drama, History",118,"Germany, France, Belgium, South Africa, Italy, UK, Luxembourg","English, Xhosa",Bille August,"Bille August, Bob Graham",Banana Films,"Joseph Fiennes, Dennis Haysbert, Diane Kruger, Patrick Lyster, Shiloh Henderson, Tyrone Keogh, Megan Smith, Jessica Manuel, Faith Ndukwana, Terry Pheto, Leslie Mongezi, Zingizile Mtuzula, Mehboob Bawa, Shakes Myeko, Sizwe Msutu",Goodbye Bafana is the true story of a white South African racist whose life was profoundly altered by the black prisoner he guarded for twenty years. The prisoner's name was Nelson Mandela.,7.1,11549,"$30,000,000 ",,"$6,317,170 ",,25,48
tt0443536,Cappuccetto rosso e gli insoliti sospetti,Hoodwinked!,2005,6/1/2006,"Animation, Comedy, Crime",80,USA,"English, Spanish","Cory Edwards, Todd Edwards","Cory Edwards, Todd Edwards",The Weinstein Company,"Anne Hathaway, Glenn Close, Jim Belushi, Patrick Warburton, Anthony Anderson, David Ogden Stiers, Xzibit, Chazz Palminteri, Andy Dick, Cory Edwards, Benjy Gaither, Ken Marino, Tom Kenny, Preston Stutzman, Tony Leech","Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter.",6.4,55428,"$30,000,000 ","$61,530,390 ","$139,998,200 ",45,265,147
tt0443680,L'assassinio di Jesse James per mano del codardo Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,2007,12/21/2007,"Biography, Crime, Drama",160,"USA, Canada, UK","English, Danish",Andrew Dominik,"Andrew Dominik, Ron Hansen",Warner Bros.,"Brad Pitt, Mary-Louise Parker, Brooklynn Proulx, Dustin Bollinger, Casey Affleck, Sam Rockwell, Jeremy Renner, Sam Shepard, Garret Dillahunt, Paul Schneider, Joel McNichol, James Defelice, J.C. Roberts, Darrell Orydzuk, Jonathan Erich Drachenberg","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",7.5,165925,"$30,000,000 ","$3,909,149 ","$15,001,776 ",68,467,277
tt0443701,X-Files: Voglio crederci,The X Files: I Want to Believe,2008,9/5/2008,"Crime, Drama, Horror",104,"USA, Canada","English, Russian, Czech",Chris Carter,"Frank Spotnitz, Chris Carter",Twentieth Century Fox,"David Duchovny, Gillian Anderson, Amanda Peet, Billy Connolly, Xzibit, Mitch Pileggi, Callum Keith Rennie, Adam Godley, Alex Diakun, Nicki Aycox, Fagin Woodcock, Marco Niccoli, Carrie Ruscheinsky, Spencer Maybee, Veronika Hadrava",Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,5.9,87917,"$30,000,000 ","$20,982,478 ","$69,363,381 ",47,510,271
tt0446046,Ti va di ballare?,Take the Lead,2006,4/28/2006,"Drama, Music",118,USA,English,Liz Friedlander,Dianne Houston,New Line Cinema,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard, John Ortiz, Laura Benanti, Jonathan Malen, Jasika Nicole, Shawand McKenzie, Dante Basco, Elijah Kelley, Jenna Dewan, Marcus T. Paulk, Brandon D. Andrews, Lauren Collins",The real story of a dance teacher who believed in the talent of a group of problem kids.,6.6,24557,"$30,000,000 ","$34,742,066 ","$66,500,090 ",55,130,103
tt0449086,Dominion: Prequel to the Exorcist,Dominion: Prequel to the Exorcist,2005,8/1/2005,"Drama, Horror, Thriller",117,USA,English,Paul Schrader,"William Wisher, Caleb Carr",Morgan Creek Entertainment,"Stellan SkarsgÃ¥rd, Gabriel Mann, Clara Bellar, Billy Crawford, Ralph Brown, Israel Oyelumade, Andrew French, Antonie Kamerling, Julian Wadham, Eddie Osei, Ilario Bisi-Pedro, Niall Refoy, Lorenzo Camporese, Burt Caesar, Marcello Santoni","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. Merrin's initial battle with Pazuzu leads to the rediscovery of his faith.",5.2,10303,"$30,000,000 ","$251,495 ","$251,495 ",55,138,83
tt0460791,The Fall,The Fall,2006,5/30/2008,"Adventure, Drama, Fantasy",117,"USA, South Africa, India","English, Romanian, Latin",Tarsem Singh,"Dan Gilroy, Nico Soultanakis",Googly Films,"Catinca Untaru, Justine Waddell, Lee Pace, Kim Uylenbroek, Aiden Lithgow, Sean Gilder, Ronald France, Andrew Roussouw, Michael Huff, Grant Swanby, Emil Hostina, Robin Smith, Jeetu Verma, Leo Bill, Marcus Wesley","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",7.9,105844,"$30,000,000 ","$2,266,905 ","$3,669,465 ",64,349,192
tt0465624,La mia super ex-ragazza,My Super Ex-Girlfriend,2006,11/17/2006,"Comedy, Romance, Sci-Fi",96,USA,English,Ivan Reitman,Don Payne,Regency Enterprises,"Uma Thurman, Luke Wilson, Anna Faris, Rainn Wilson, Eddie Izzard, Stelio Savante, Mike Iorio, Mark Consuelos, Wanda Sykes, Margaret Anne Florence, Catherine Reitman, Tara Thompson, Kevin Townley, Eva Veronika, Lawrence Feeney","When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",5.1,61024,"$30,000,000 ","$22,530,295 ","$61,108,981 ",50,213,85
tt0472033,9,9,2009,9/9/2009,"Animation, Action, Adventure",79,USA,English,Shane Acker,"Pamela Pettler, Shane Acker",Focus Features,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore, Elijah Wood, Alan Oppenheimer, Tom Kane, Helen Wilson",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,7.1,131029,"$30,000,000 ","$31,749,894 ","$48,428,063 ",60,271,276
tt0478311,Molto incinta,Knocked Up,2007,10/19/2007,"Comedy, Romance",129,USA,English,Judd Apatow,Judd Apatow,Universal Pictures,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jason Segel, Jay Baruchel, Jonah Hill, Martin Starr, Charlyne Yi, Iris Apatow, Maude Apatow, Joanna Kerns, Harold Ramis, Alan Tudyk, Kristen Wiig","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",6.9,345741,"$30,000,000 ","$148,768,917 ","$219,922,417 ",85,586,247
tt0481369,Number 23,The Number 23,2007,4/23/2007,"Crime, Mystery, Thriller",98,USA,"English, Chinese",Joel Schumacher,Fernley Phillips,New Line Cinema,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston, Lynn Collins, Rhona Mitra, Michelle Arthur, Mark Pellegrino, Paul Butcher, David Stifel, Corey Stoll, Ed Lauter, Troy Kotsur, Walter Soo Hoo, Patricia Belcher","Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise.",6.4,191157,"$30,000,000 ","$35,193,167 ","$77,677,553 ",,417,220
tt0482546,Miss Potter,Miss Potter,2006,2/2/2007,"Biography, Drama",88,"UK, USA, Isle Of Man",English,Chris Noonan,Richard Maltby Jr.,Phoenix Pictures,"RenÃ©e Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn, Bill Paterson, Matyelok Gibbs, Lloyd Owen, Anton Lesser, David Bamber, Phyllida Law, Patricia Kerrigan, Lucy Boynton, Oliver Jenkins, Justin McDonald, Judith Barker","The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness, and success.",6.9,27532,"$30,000,000 ","$3,005,605 ","$35,078,241 ",57,151,124
tt0482572,Pride and Glory - Il prezzo dell'onore,Pride and Glory,2008,10/31/2008,"Crime, Drama, Thriller",130,"USA, Germany","English, Spanish",Gavin O'Connor,"Joe Carnahan, Gavin O'Connor",New Line Cinema,"Colin Farrell, Edward Norton, Jon Voight, Noah Emmerich, Jennifer Ehle, John Ortiz, Frank Grillo, Shea Whigham, Lake Bell, Carmen Ejogo, Manny Perez, Wayne Duvall, Ramon Rodriguez, Rick Gonzalez, Maximiliano HernÃ¡ndez","A family's moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",6.6,58561,"$30,000,000 ","$15,740,721 ","$31,200,557 ",45,142,141
tt0483607,Doomsday - Il giorno del giudizio,Doomsday,2008,8/29/2008,"Action, Sci-Fi, Thriller",113,"UK, USA, South Africa, Germany",English,Neil Marshall,Neil Marshall,Rogue Pictures,"Caryn Peterson, Adeola Ariyo, Emma Cleasby, Christine Tomlinson, Vernon Willemse, Paul Hyett, Daniel Read, Karl Thaning, Stephen Hughes, Jason Cope, Ryan Kruger, Nathan Wheatley, Cecil Carter, Jeremy Crutchley, Rhona Mitra",A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,6,71410,"$30,000,000 ","$11,008,770 ","$22,472,631 ",51,462,261
tt0758752,Amore & altri rimedi,Love & Other Drugs,2010,2/18/2011,"Comedy, Drama, Romance",112,USA,English,Edward Zwick,"Charles Randolph, Edward Zwick",Fox 2000 Pictures,"Jake Gyllenhaal, Anne Hathaway, Oliver Platt, Hank Azaria, Josh Gad, Gabriel Macht, Judy Greer, George Segal, Jill Clayburgh, Kate Jennings Grant, Katheryn Winnick, Kimberly Scott, Peter Friedman, Nikki Deloach, Natalie Gold","In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.",6.7,177021,"$30,000,000 ","$32,367,005 ","$102,820,008 ",55,250,226
tt0783233,Espiazione,Atonement,2007,9/21/2007,"Drama, Mystery, Romance",123,"UK, France, USA","English, French",Joe Wright,"Ian McEwan, Christopher Hampton",Universal Pictures,"Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West, James McAvoy, Harriet Walter, Keira Knightley, Juno Temple, Felix von Simson, Charlie von Simson, Alfie Allen, Patrick Kennedy, Benedict Cumberbatch, Peter Wight, Leander Deeny",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,7.8,243585,"$30,000,000 ","$50,927,067 ","$131,016,624 ",85,661,306
tt0790628,L'incredibile Burt Wonderstone,The Incredible Burt Wonderstone,2013,3/15/2013,Comedy,100,USA,"English, Spanish",Don Scardino,"Jonathan Goldstein, John Francis Daley",New Line Cinema,"Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey, James Gandolfini, Alan Arkin, Jay Mohr, Michael Herbig, Mason Cook, Luke Vanek, Zachary Gordon, Richard Wolffe, Erin Burnett, Brad Garrett, David Copperfield","A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.",5.9,70083,"$30,000,000 ","$22,537,881 ","$27,437,881 ",44,178,261
tt0800039,Non mi scaricare,Forgetting Sarah Marshall,2008,8/22/2008,"Comedy, Drama, Romance",111,USA,"English, Hawaiian, German, Japanese",Nicholas Stoller,Jason Segel,Universal Pictures,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand, Bill Hader, Liz Cackowski, Maria Thayer, Jack McBrayer, Taylor Wily, Da'Vone McDonald, Steve Landesberg, Jonah Hill, Paul Rudd, Kala Alexander, Kalani Robb","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",7.1,259276,"$30,000,000 ","$63,172,463 ","$105,833,257 ",67,371,249
tt0806027,The Last Vampire: Creature nel buio,Blood: The Last Vampire,2009,6/4/2009,"Action, Adventure, Fantasy",91,"Hong Kong, France, China","English, Japanese",Chris Nahon,"Chris Chow, Kenji Kamiyama",East Wing Holdings,"Ji-Hyun Jun, Allison Miller, Liam Cunningham, JJ Feild, Koyuki, Yasuaki Kurata, Larry Lamb, Andrew Pleavin, Michael Byrne, Colin Salmon, Masiela Lusha, Ailish O'Connor, Constantine Gregory, Joey Anaya, Khary Payton","A vampire named Saya, who is part of covert government agency that hunts and destroys demons in a post-WWII Japan, is inserted in a military school to discover which one of her classmates is a demon in disguise.",5.3,14350,"$30,000,000 ","$257,412 ","$5,874,530 ",28,98,120
tt0871426,Baby Mama,Baby Mama,2008,7/24/2009,"Comedy, Romance",99,USA,English,Michael McCullers,Michael McCullers,Broadway Video,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard, Romany Malco, Sigourney Weaver, Steve Martin, Maura Tierney, Stephen Mailer, Holland Taylor, James Rebhorn, Denis O'Hare, Kevin Collins, Will Forte, Fred Armisen","A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",6,41704,"$30,000,000 ","$60,494,212 ","$64,444,713 ",55,110,147
tt0881320,Sanctum,Sanctum,2011,2/11/2011,"Action, Adventure, Drama",108,"USA, Australia",English,Alister Grierson,"John Garvin, Andrew Wight",Universal Pictures,"Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson, Dan Wyllie, Christopher James Baker, Nicole Downs, Allison Cratchley, Cramer Cain, Andrew Hansen, John Garvin, Sean Dennehy, Nea Diap",An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,5.9,52963,"$30,000,000 ","$23,209,310 ","$108,609,310 ",42,235,251
tt0892318,Letters to Juliet,Letters to Juliet,2010,8/25/2010,"Adventure, Comedy, Drama",105,USA,"English, Italian, Spanish",Gary Winick,"Jose Rivera, Tim Sullivan",Summit Entertainment,"Amanda Seyfried, Marcia DeBonis, Gael GarcÃ­a Bernal, Giordano Formenti, Paolo Arvedi, Dario Conti, Ivana Lotito, Luisa Ranieri, Marina Massironi, Lidia Biondi, Milena Vukotic, Luisa De Santis, Christopher Egan, Vanessa Redgrave, Remo Remotti","Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",6.5,90637,"$30,000,000 ","$53,032,453 ","$79,628,830 ",50,182,163
tt0901476,Bride Wars - La mia migliore nemica,Bride Wars,2009,2/20/2009,"Comedy, Romance",89,USA,English,Gary Winick,"Greg DePaul, Casey Wilson",Fox 2000 Pictures,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt, Steve Howey, Candice Bergen, Kristen Johnston, Michael Arden, Victor Slezak, Kelly Coffield Park, John Pankow, Zoe O'Grady, Shannon Ferber, June Diane Raphael, Charles Bernard",Two best friends become rivals when they schedule their respective weddings on the same day.,5.5,98848,"$30,000,000 ","$58,715,510 ","$115,375,850 ",24,145,159
tt0956038,Come un uragano,Nights in Rodanthe,2008,12/19/2008,"Drama, Romance",97,"USA, Australia","English, Spanish",George C. Wolfe,"Ann Peacock, John Romano",Warner Bros.,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis, Becky Ann Baker, Scott Glenn, Linda Molloy, Pablo Schreiber, Mae Whitman, Charlie Tahan, Carolyn McCormick, Ted Manson, Ato Essandoh, Terri Denise Johnson, Jessica Lucas","A doctor, who is travelling to see his estranged son, sparks with an unhappily married woman at a North Carolina inn.",6,22794,"$30,000,000 ","$41,850,659 ","$84,375,346 ",39,111,134
tt0988595,27 volte in bianco,27 Dresses,2008,3/21/2008,"Comedy, Romance",111,USA,English,Anne Fletcher,Aline Brosh McKenna,Fox 2000 Pictures,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch, Katherine Heigl, Jennifer Lim, Brigitte Bourdeau, Judy Greer, Danielle Skraastad, Marilyn L. Costello, James Marsden, Michael Paul, Yetta Gottesman, Erin Fogel, Bern Cohen","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",6.1,151643,"$30,000,000 ","$76,808,654 ","$162,655,351 ",47,173,180
tt0993842,Hanna,Hanna,2011,8/12/2011,"Action, Drama, Thriller",111,"USA, UK, Germany","English, French, German, Italian, Arabic, Spanish",Joe Wright,"Seth Lochhead, David Farr",Focus Features,"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett, Paris Arrowsmith, John Macmillan, Tim Beckmann, Paul Birchard, Christian Malcolm, Jamie Beamish, Tom Hodgkins, Vincent Montuel, Nathan Nolan, Michelle Dockery, Jessica Barden","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",6.8,188093,"$30,000,000 ","$40,259,119 ","$63,782,078 ",65,514,432
tt1017460,Splice,Splice,2009,6/13/2010,"Drama, Horror, Sci-Fi",104,"Canada, France, USA","English, French",Vincenzo Natali,"Vincenzo Natali, Antoinette Terry Bryant",Gaumont,"Adrien Brody, Sarah Polley, Delphine ChanÃ©ac, Brandon McGibbon, Simona Maicanescu, David Hewlett, Abigail Chu",Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,5.7,92256,"$30,000,000 ","$17,010,170 ","$27,127,620 ",66,412,379
tt1023114,The Way Back,The Way Back,2010,7/6/2012,"Adventure, Drama, History",133,"USA, United Arab Emirates, Poland, India","English, Russian, Polish, Tibetan, Mongolian",Peter Weir,"Slavomir Rawicz, Peter Weir",Exclusive Films,"Dragos Bucur, Colin Farrell, Ed Harris, Alexandru Potocean, Saoirse Ronan, Mark Strong, Gustaf SkarsgÃ¥rd, Jim Sturgess, Sebastian Urzendowsky, Zachary Baharov, Sally Brunski, Igor Gnezdilov, Dejan Angelov, Stanislav Pishtalov, Mariy Rosen",Siberian gulag escapees travel four thousand miles by foot to freedom in India.,7.3,108167,"$30,000,000 ","$2,701,859 ","$24,172,201 ",66,204,216
tt1054606,Parnassus - L'uomo che voleva ingannare il diavolo,The Imaginarium of Doctor Parnassus,2009,10/23/2009,"Adventure, Comedy, Fantasy",123,"UK, France, Canada","English, Russian, French",Terry Gilliam,"Terry Gilliam, Charles McKeown",Infinity Features Entertainment,"Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons, Richard Shanks, Lily Cole, Verne Troyer, Bruce Crawford, Johnny Harris, Lorraine Cheshire, Mark Benton, Lewis Gott, Sian Scott, Simon Day, Moya Brady",A traveling theater company gives its audience much more than they were expecting.,6.8,142863,"$30,000,000 ","$7,689,607 ","$61,808,775 ",65,244,288
tt1073498,3ciento - Chi l'ha duro... la vince!,Meet the Spartans,2008,4/24/2008,Comedy,87,USA,English,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",New Regency Pictures,"Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo, Diedrich Bader, Method Man, Jareb Dauplaise, Travis Van Winkle, Phil Morris, Jim Piddock, Nicole Parker, Ike Barinholtz, Crista Flanagan, Hunter Clary, Emily Wilson",A spoof of,2.8,100614,"$30,000,000 ","$38,233,676 ","$85,897,593 ",9,428,113
tt1078588,La custode di mia sorella,My Sister's Keeper,2009,9/4/2009,"Drama, Family",109,USA,English,Nick Cassavetes,"Jeremy Leven, Nick Cassavetes",Curmudgeon Films,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz, Heather Wahlquist, Jason Patric, Evan Ellingson, Alec Baldwin, Nicole Marie Lenz, Paul Butler, Olivia Hancock, Jeffrey Markle, Emily Deschanel, John DeRosa, Marcos A. Ferraez",Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,7.4,88220,"$30,000,000 ","$49,200,230 ","$95,714,875 ",51,209,147
tt1093357,L'ora nera,The Darkest Hour,2011,1/20/2012,"Action, Adventure, Horror",89,"USA, Russia","English, Russian",Chris Gorak,"Jon Spaihts, Leslie Bohem",Summit Entertainment,"Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor, Joel Kinnaman, Veronika Vernadskaya, Dato Bakhtadze, Yuriy Kutsenko, Nikolay Efremov, Georgiy Gromov, Artur Smolyaninov, Anna Rudakova, Pyotr Fyodorov, Ivan Gromov, Aleksandr Chernykh","In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.",4.9,57179,"$30,000,000 ","$21,443,494 ","$64,626,786 ",18,241,196
tt1098327,Dragonball Evolution,Dragonball Evolution,2009,4/10/2009,"Action, Adventure, Family",85,"USA, Mexico, Japan, Hong Kong, UK","English, Japanese, Hindi",James Wong,"Ben Ramsey, Akira Toriyama",Twentieth Century Fox,"Justin Chatwin, Yun-Fat Chow, Emmy Rossum, Jamie Chung, James Marsters, Joon Park, Eriko Tamura, Randall Duk Kim, Ernie Hudson, Texas Battle, Megumi Seki, Ian Whyte, Richard Blake, Jon Valera, Rafael Valdez","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",2.5,69279,"$30,000,000 ","$9,362,785 ","$55,720,772 ",45,584,140
